index,Title,imdbID,Writer,Plot,Awards,Metascore,Type
2425,Jackass Number Two,tt0493430,"Jeff Tremaine (television series ""Jackass""), Spike Jonze (television series ""Jackass""), Johnny Knoxville (television series ""Jackass""), Jeff Tremaine (concepts by), Johnny Knoxville (concepts by), Bam Margera (concepts by), Steve-O (concepts by), Chris Pontius (concepts by), Ryan Dunn (concepts by), Jason 'Wee Man' Acuña (concepts by), Preston Lacy (concepts by), Dave England (concepts by), Ehren McGhehey (concepts by), Mark Lewman (concepts by), Dimitry Elyashkevich (concepts by), Al Walker (concepts by), Brandon DiCamillo (concepts by), Darrin Prescott (concepts by), David Weathers (concepts by), Gary Leffew (concepts by), Juicy J (concepts by), Loomis Fall (concepts by), Scott Rogers (concepts by), Sean Cliver (concepts by), Spike Jonze (concepts by), Thor Drake (concepts by), Whitey McConnaughy (concepts by), Preston Lacy (additional scenes)","Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",1 nomination.,66,movie
2426,Nacho Libre,tt0457510,"Jared Hess, Jerusha Hess, Mike White","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).",1 win & 11 nominations.,52,movie
2427,Who Killed the Electric Car?,tt0489037,Chris Paine,"A documentary that investigates the birth and death of the electric car, as well as the role of renewable energy and sustainable living in the future.",4 nominations.,70,movie
2428,Fido,tt0457572,"Robert Chomiak, Andrew Currie, Dennis Heaton, Dennis Heaton (original story)","Space radiation turns dead into Zombies. Zomcon fights zombies and finds ways to pacify and use them. On preteen Timmy's 1950s suburban street, all have a zombie doing menial chores. Timmy's zombie becomes his pet/friend and is named Fido.",13 wins & 15 nominations.,70,movie
2429,Hatchet,tt0422401,Adam Green,"When a group of tourists in a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",6 wins & 1 nomination.,57,movie
2430,The Pink Panther,tt0383216,"Len Blum (screenplay), Steve Martin (screenplay), Len Blum (story), Michael Saltzman (story), Maurice Richlin (characters), Blake Edwards (characters)",Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,1 win & 8 nominations.,38,movie
2431,Deck the Halls,tt0790604,"Matt Corman, Chris Ord, Don Rhymer",Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,1 win & 8 nominations.,28,movie
2432,Bandidas,tt0416496,"Luc Besson, Robert Mark Kamen","In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",N/A,N/A,movie
2433,The Dead Girl,tt0783238,Karen Moncrieff,The clues to a young woman's death come together as the lives of seemingly unrelated people begin to intersect.,2 wins & 4 nominations.,65,movie
2434,Alex Rider: Operation Stormbreaker,tt0457495,"Anthony Horowitz (novel), Anthony Horowitz (screenplay)","After the death of his uncle, the 14-year-old schoolboy Alex Rider is forced by the Special Operations Division of the UK's secret intelligence service, MI6, into a mission which will save millions of lives.",3 nominations.,42,movie
2435,Crank,tt0479884,"Mark Neveldine, Brian Taylor",Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,2 wins & 2 nominations.,57,movie
2436,The Pet,tt0825728,D. Stevens (screenplay),"A young woman in dire financial straights accepts an offer to be a wealthy aristocrat's human ""pet"" for six months. Then ruthless modern ""pet-nappers"" kidnap the woman to sell her on the GSM (Global Slave Market).",N/A,N/A,movie
2437,Wordplay,tt0492506,"Patrick Creadon, Christine O'Malley",An in-depth look at The New York Times' long-time crossword puzzle editor Will Shortz and his loyal fan base.,1 win & 7 nominations.,73,movie
2438,The Queen,tt0436697,Peter Morgan,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",Won 1 Oscar. Another 94 wins & 95 nominations.,91,movie
2439,Arthur and the Invisibles,tt0344854,"Céline Garcia, Luc Besson, Luc Besson (book), Patrice Garcia (creator: characters and settings), Georges Bouchelagem (creator: characters and settings), Philippe Rouchier (creator: characters and settings), Nicolas Fructus (creator: characters and settings)","Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.",1 win & 2 nominations.,39,movie
2440,Black Christmas,tt0454082,"Glen Morgan (screenplay), Roy Moore","On Christmas Eve, an escaped maniac returns to his childhood home, which is now a sorority house, and begins to murder the sorority sisters one by one.",1 nomination.,22,movie
2441,Ultraviolet,tt0370032,Kurt Wimmer,"A beautiful hæmophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hæmophages.",1 win & 2 nominations.,18,movie
2442,Scott Walker: 30 Century Man,tt0486541,N/A,A documentary on the influential musician Scott Walker.,1 nomination.,65,movie
2443,Slither,tt0439815,James Gunn,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",2 wins & 5 nominations.,69,movie
2444,One to Another,tt0486751,Pascal Arnold,"Chacun Sa Nuit explores the carnal interdependencies among a host of characters who live in a town in provincial France. At the center of it all is Pierre (Arthur Dupont), a conceited and ...",N/A,41,movie
2445,Crossover,tt0473024,Preston A. Whitmore II,"A naturally talented basketball player, Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med, rather than succumb to the lure of former sports agent...",N/A,30,movie
2446,My Super Ex-Girlfriend,tt0465624,Don Payne,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",1 win & 1 nomination.,50,movie
2447,Flicka,tt0434215,"Mark Rosenthal (screenplay), Lawrence Konner (screenplay), Mary O'Hara (novel)",Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of one day taking over the family ranch.,3 nominations.,57,movie
2448,Failure to Launch,tt0427229,"Tom J. Astle, Matt Ember",A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,5 nominations.,47,movie
2449,Sherrybaby,tt0423169,Laurie Collyer,Sherry tries to integrate again into society and become a good mother.,Nominated for 1 Golden Globe. Another 10 wins & 10 nominations.,66,movie
2450,An Inconvenient Truth,tt0497116,Al Gore,"Filmmaker Davis Guggenheim follows Al Gore on the lecture circuit, as the former presidential candidate campaigns to raise public awareness of the dangers of global warming and calls for immediate action to curb its destructive effects on the environment.",Won 2 Oscars. Another 31 wins & 11 nominations.,75,movie
2451,Scoop,tt0457513,Woody Allen,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",1 nomination.,48,movie
2452,The Fountain,tt0414993,"Darren Aronofsky (screenplay), Darren Aronofsky (story), Ari Handel (story)","As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",Nominated for 1 Golden Globe. Another 9 wins & 34 nominations.,51,movie
2453,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,tt0489247,"John Dower (story), Mark Monroe (screenplay), Mark Monroe (story)",The rise and fall of the N.Y. Cosmos. The soccer team that brought Pele to America; against the backdrop of N.Y. City in the 70's.,1 nomination.,67,movie
2454,Come Early Morning,tt0457308,Joey Lauren Adams,"A thirty-something southern woman searches for love, despite the burdens she carries with her.",2 wins & 1 nomination.,64,movie
2455,The Covenant,tt0475944,J.S. Cardone,"Four young men who belong to a New England supernatural legacy are forced to battle a fifth power long thought to have died out. Meanwhile, jealousy and suspicion threaten to tear them apart.",N/A,19,movie
2456,Clerks II,tt0424345,Kevin Smith,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,3 wins & 3 nominations.,65,movie
2457,Charlotte's Web,tt0413895,"Susannah Grant (screenplay), Karey Kirkpatrick (screenplay), Earl Hamner Jr. (film story), E.B. White (book)","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",9 wins & 11 nominations.,68,movie
2458,Crazy Stone,tt0843270,"Zhang Cheng, Hao Ning, Xiaojun Yue, Cheng Zhang",Three thieves try to steal a valuable jade that is tightly guarded by a security chief. But the security guards are not the only obstacle these thieves are facing. An extremely unlucky ...,9 wins & 13 nominations.,N/A,movie
2459,Catch a Fire,tt0437232,Shawn Slovo,"A drama about terrorism in Apartheid-era South Africa, revolving around a policeman and a young man who carries out solo attacks against the regime.",2 wins & 5 nominations.,62,movie
2460,Little Man,tt0430304,"Keenen Ivory Wayans, Shawn Wayans, Marlon Wayans",A wannabe dad mistakes a vertically challenged criminal on the lam as his newly adopted son.,5 wins & 15 nominations.,26,movie
2461,Driving Lessons,tt0446687,Jeremy Brock,A coming of age story about a shy teenage boy trying to escape from the influence of his domineering mother. His world changes when he begins to work for a retired actress.,3 wins & 2 nominations.,56,movie
2462,The Shaggy Dog,tt0393735,"Cormac Wibberley (screenplay), Marianne Wibberley (screenplay), Geoff Rodkey (screenplay), Jack Amiel (screenplay), Michael Begler (screenplay), Bill Walsh (earlier screenplay ""The Shaggy Dog""), Lillie Hayward (earlier screenplay ""The Shaggy Dog""), Don Tait (earlier screenplay ""The Shaggy D.A."")",A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,2 wins & 5 nominations.,43,movie
2463,Poseidon,tt0409182,"Mark Protosevich (screenplay), Paul Gallico (novel)","On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",Nominated for 1 Oscar. Another 6 nominations.,50,movie
2464,Jimmy and Judy,tt0425151,"Randall Rubin, Jonathan Schroder",Two misunderstood suburban kids challenge society and run from the police while documenting all of their deeds with a digital camera.,1 win.,N/A,movie
2465,Phat Girlz,tt0490196,Nnegest Likké,Two plus-sized ladies meet the men of their dreams in the most unexpected of ways.,N/A,36,movie
2466,Factory Girl,tt0432402,"Captain Mauzner (screenplay), Simon Monjack (story), Aaron Richard Golub (story), Captain Mauzner (story)","Based on the rise and fall of socialite Edie Sedgwick, concentrating on her relationships with Andy Warhol and a folk singer.",1 nomination.,45,movie
